plot,habitat,ranch,bdffp_reserve_no,ha_id_number,tag_number,x,y,year
5750,CF,EST,1501,1816,965,6.4,1.3,2009
5750,CF,EST,1501,1817,966,5.9,7.7,2009
5750,CF,EST,1501,1819,968,9.3,4.3,2009
2107,1-ha,DIM,2107,182,189,7.4,4.5,2009
5750,CF,EST,1501,1820,969,4.5,1.9,2009
5750,CF,EST,1501,1822,972,7.8,1.3,2009
5750,CF,EST,1501,1823,973,6.5,8.6,2009
5750,CF,EST,1501,1824,974,9,2.3,2009
5750,CF,EST,1501,1825,975,3.9,6.3,2009
5750,CF,EST,1501,1826,976,0.2,6.2,2009
5750,CF,EST,1501,1827,977,7.5,2.3,2009
5750,CF,EST,1501,1828,978,9.8,4.4,2009
5750,CF,EST,1501,1830,980,8.4,5.9,2009
5750,CF,EST,1501,1831,981,6.4,8.3,2009
5750,CF,EST,1501,1832,982,3.5,0.3,2009
5750,CF,EST,1501,1833,983,9.5,9.9,2009
5750,CF,EST,1501,1836,986,0.1,1.9,2009
5750,CF,EST,1501,1838,988,2.6,8.3,2009
5750,CF,EST,1501,1840,989,4.6,0.7,2009
5750,CF,EST,1501,1841,990,1.7,7.7,2009
5750,CF,EST,1501,1842,991,3.6,8.3,2009
5750,CF,EST,1501,1844,993,4.9,1.1,2009
5750,CF,EST,1501,1845,994,3.6,5.9,2009
5750,CF,EST,1501,1846,995,7.8,8.5,2009
5750,CF,EST,1501,1849,998,1.2,0.2,2009
5750,CF,EST,1501,1850,999,3,5.5,2009
5750,CF,EST,1501,1851,1000,3,2.1,2009
5750,CF,EST,1501,1852,1130,2.9,9.9,2009
5750,CF,EST,1501,1853,1301,4.5,3,2009
5750,CF,EST,1501,1855,1304,5.6,8.9,2009
5750,CF,EST,1501,1856,1305,3.8,4,2009
5750,CF,EST,1501,1858,1307,8.5,1,2009
5750,CF,EST,1501,1859,1308,0.4,2.3,2009
5750,CF,EST,1501,1862,1311,2,9.1,2009
5750,CF,EST,1501,1864,1313,8.1,1.6,2009
5750,CF,EST,1501,1865,1314,6.7,7.6,2009
5750,CF,EST,1501,1867,1316,9.5,2.5,2009
5750,CF,EST,1501,1868,1317,5.9,8.2,2009
2107,1-ha,DIM,2107,187,195,2,8.9,2009
5750,CF,EST,1501,1871,1320,6.8,0.2,2009
5750,CF,EST,1501,1872,1321,4,2.6,2009
5750,CF,EST,1501,1875,1324,5.2,10,2009
5750,CF,EST,1501,1876,1325,2.9,0.1,2009
2107,1-ha,DIM,2107,188,196,4.6,1,2009
5750,CF,EST,1501,1880,1329,0.1,1.8,2009
5750,CF,EST,1501,1882,1331,9.3,5.5,2009
5750,CF,EST,1501,1883,1332,9.1,6,2009
5750,CF,EST,1501,1885,1334,7.7,4.3,2009
2107,1-ha,DIM,2107,189,197,3.9,5.5,2009
5750,CF,EST,1501,1891,1340,3.6,7.6,2009
5750,CF,EST,1501,1892,1341,6.3,2.8,2009
5750,CF,EST,1501,1895,1344,9.2,5.1,2009
5750,CF,EST,1501,1897,1346,3.9,3.3,2009
5750,CF,EST,1501,1899,1348,8.7,5.5,2009
5750,CF,EST,1501,1900,1349,8.9,5.6,2009
5750,CF,EST,1501,1901,1350,2.3,6.2,2009
5750,CF,EST,1501,1903,1352,4,5.3,2009
5750,CF,EST,1501,1907,1356,1.6,2.9,2009
5750,CF,EST,1501,1908,1357,0.4,4.6,2009
5750,CF,EST,1501,1909,1358,3.9,0.9,2009
5750,CF,EST,1501,1914,1363,6.5,5.3,2009
5750,CF,EST,1501,1917,1366,7.4,1.5,2009
5750,CF,EST,1501,1918,1367,4.7,2.9,2009
5750,CF,EST,1501,1920,1369,0.8,0.1,2009
5750,CF,EST,1501,1921,1370,0.6,0.1,2009
5750,CF,EST,1501,1922,1371,0.4,0.2,2009
5750,CF,EST,1501,1924,1373,0.1,0.6,2009
5750,CF,EST,1501,1926,1375,8.9,3.1,2009
5750,CF,EST,1501,1927,1376,8.9,3,2009
5750,CF,EST,1501,1931,1380,7.9,2,2009
5750,CF,EST,1501,1933,1382,3.1,5.1,2009
5750,CF,EST,1501,1934,1383,9,6.9,2009
5750,CF,EST,1501,1937,1386,1.8,5.5,2009
5750,CF,EST,1501,1938,1387,2.7,7.2,2009
5750,CF,EST,1501,1943,1392,8.8,5.3,2009
5750,CF,EST,1501,1945,1394,1,9.4,2009
5750,CF,EST,1501,1948,1397,4.7,5.9,2009
5750,CF,EST,1501,1949,1398,1.4,6,2009
5750,CF,EST,1501,1950,1399,2.4,5.9,2009
5750,CF,EST,1501,1954,1402,0.3,1.8,2009
5750,CF,EST,1501,1955,1403,3.1,0.5,2009
5750,CF,EST,1501,1957,1405,6.4,6.8,2009
5750,CF,EST,1501,1959,1407,3.7,9.1,2009
5750,CF,EST,1501,1963,1411,8.2,6.3,2009
5750,CF,EST,1501,1964,1412,3.3,5,2009
5750,CF,EST,1501,1965,1413,8,4.3,2009
5750,CF,EST,1501,1966,1414,7.6,3,2009
5750,CF,EST,1501,1967,1415,3.6,8.8,2009
5750,CF,EST,1501,1970,1418,5.8,6.1,2009
5750,CF,EST,1501,1971,1419,5.4,6.3,2009
5750,CF,EST,1501,1973,1421,9.9,3.7,2009
5750,CF,EST,1501,1974,1422,9.8,7.1,2009
5750,CF,EST,1501,1977,1425,0.4,7.3,2009
5750,CF,EST,1501,1978,1426,9.8,9.7,2009
5750,CF,EST,1501,1979,1427,0.2,9.8,2009
5750,CF,EST,1501,1980,1428,4.3,2.7,2009
5750,CF,EST,1501,1981,1429,6.3,1.3,2009
5750,CF,EST,1501,1983,1431,2.2,2.6,2009
5750,CF,EST,1501,1985,1433,7.7,2.1,2009
5750,CF,EST,1501,1986,1434,5.2,5.7,2009
5750,CF,EST,1501,1987,1435,5,2.1,2009
5750,CF,EST,1501,1990,1438,8,3.7,2009
5750,CF,EST,1501,1991,1442,6.4,0.2,2009
5750,CF,EST,1501,1992,2001,7.8,4.4,2009
5750,CF,EST,1501,1994,2003,1.1,9.5,2009
5750,CF,EST,1501,1995,2004,0.9,9.4,2009
5750,CF,EST,1501,1997,2006,8.6,6.5,2009
5750,CF,EST,1501,1998,2007,2.7,7,2009
5750,CF,EST,1501,1999,2008,0.4,9.4,2009
2107,1-ha,DIM,2107,2,2,7.4,2,2009
2107,1-ha,DIM,2107,20,20,9.3,5.3,2009
5750,CF,EST,1501,2003,2012,8.8,9.8,2009
5750,CF,EST,1501,2004,2013,6.1,3,2009
5750,CF,EST,1501,2006,2015,6.4,2.1,2009
5750,CF,EST,1501,2008,2017,6.4,6.5,2009
5750,CF,EST,1501,2009,2018,0.7,6.2,2009
5750,CF,EST,1501,2010,2019,2.7,2.3,2009
5750,CF,EST,1501,2011,2020,8.1,9.9,2009
5750,CF,EST,1501,2013,2022,4.4,9.2,2009
5750,CF,EST,1501,2015,2023,2.2,6,2009
5750,CF,EST,1501,2016,2024,1.15,6.1,2009
5750,CF,EST,1501,2017,2025,0.2,8.9,2009
5750,CF,EST,1501,2018,2026,3.47,0.27,2009
5750,CF,EST,1501,2019,2027,7.3,2.2,2009
5750,CF,EST,1501,2021,2029,8.1,0.05,2009
5750,CF,EST,1501,2022,2030,7.6,3.85,2009
5750,CF,EST,1501,2023,2031,4.5,0.05,2009
5750,CF,EST,1501,2025,2033,1.75,8.1,2009
5750,CF,EST,1501,2027,2035,5.5,3,2009
5750,CF,EST,1501,2028,2036,6.63,3.4,2009
5750,CF,EST,1501,2029,2037,2.4,9.4,2009
5750,CF,EST,1501,2030,2038,0.15,2.37,2009
5750,CF,EST,1501,2031,2039,6.8,8.65,2009
5750,CF,EST,1501,2032,2040,2.15,5.78,2009
5750,CF,EST,1501,2033,2041,3.3,5.45,2009
5750,CF,EST,1501,2036,2044,0.87,9.2,2009
5750,CF,EST,1501,2037,2045,0.45,4,2009
5750,CF,EST,1501,2038,2046,0.05,0.66,2009
5750,CF,EST,1501,2039,2047,7.9,2.75,2009
5750,CF,EST,1501,2040,2048,0.96,9.35,2009
5750,CF,EST,1501,2041,2049,0.2,4.04,2009
5750,CF,EST,1501,2042,2050,2.4,8.7,2009
5750,CF,EST,1501,2044,2052,8.6,5.4,2009
5750,CF,EST,1501,2045,2053,4.63,9.1,2009
5750,CF,EST,1501,2046,2054,0.91,9.3,2009
5750,CF,EST,1501,2047,2055,8.5,1,2009
5750,CF,EST,1501,2048,2056,8.8,3.7,2009
5750,CF,EST,1501,2049,2057,8.05,3.72,2009
5750,CF,EST,1501,2050,2058,7.9,8.2,2009
5750,CF,EST,1501,2051,2059,7.9,3.1,2009
5750,CF,EST,1501,2053,2061,4.8,4.4,2009
5750,CF,EST,1501,2054,2062,8,4.5,2009
5750,CF,EST,1501,2055,2063,0.6,7.2,2009
5750,CF,EST,1501,2056,2064,4.5,8.4,2009
5750,CF,EST,1501,2057,2065,6.2,4.1,2009
5750,CF,EST,1501,2058,2066,2.3,6.9,2009
5750,CF,EST,1501,2060,2068,3.45,0.1,2009
5750,CF,EST,1501,2062,2071,0.7,1.67,2009
5750,CF,EST,1501,2063,2072,5,2.2,2009
5750,CF,EST,1501,2064,2073,4.2,3.58,2009
5750,CF,EST,1501,2065,2074,3.9,2,2009
5750,CF,EST,1501,2066,2075,5.6,9.15,2009
5750,CF,EST,1501,2067,2076,3.1,3,2009
5750,CF,EST,1501,2068,2078,6.1,9.4,2009
5750,CF,EST,1501,2069,2079,6.15,9.8,2009
5750,CF,EST,1501,2070,2080,6.9,0.9,2009
5750,CF,EST,1501,2071,2081,3.8,2.12,2009
5750,CF,EST,1501,2073,2083,6.2,9.9,2009
5750,CF,EST,1501,2075,2085,7.1,8,2009
5750,CF,EST,1501,2076,2086,9.8,3.6,2009
5750,CF,EST,1501,2077,2087,0.4,6.1,2009
5750,CF,EST,1501,2078,2088,1.2,6.7,2009
5750,CF,EST,1501,2079,2089,9.8,5.4,2009
5750,CF,EST,1501,2080,2090,7.9,5.5,2009
5750,CF,EST,1501,2081,2091,8,5.5,2009
5750,CF,EST,1501,2082,2092,8.4,5.4,2009
5750,CF,EST,1501,2083,2093,8.7,4.1,2009
5750,CF,EST,1501,2085,2095,7.6,4.7,2009
5750,CF,EST,1501,2086,2096,6.6,1.1,2009
5750,CF,EST,1501,2087,2097,7.8,1.3,2009
5750,CF,EST,1501,2088,2098,9.3,7.7,2009
5750,CF,EST,1501,2089,2099,7.2,2.8,2009
5750,CF,EST,1501,2090,2100,3.33,0.16,2009
5750,CF,EST,1501,2091,2301,6.05,9,2009
5750,CF,EST,1501,2092,2303,4.5,0.7,2009
5750,CF,EST,1501,2093,2304,7.4,8,2009
5750,CF,EST,1501,2094,2305,3.9,1.3,2009
5750,CF,EST,1501,2096,2307,9.9,9.3,2009
5750,CF,EST,1501,2099,2310,8.75,8.7,2009
2107,1-ha,DIM,2107,21,21,0.8,2.4,2009
5750,CF,EST,1501,2100,2311,7.8,1.3,2009
5750,CF,EST,1501,2101,2312,7,4.9,2009
5750,CF,EST,1501,2103,2314,8.1,8.4,2009
5750,CF,EST,1501,2104,2315,8.25,3.3,2009
5750,CF,EST,1501,2105,2316,8.4,2.9,2009
5750,CF,EST,1501,2107,2318,9.5,8.6,2009
5750,CF,EST,1501,2108,2319,8.03,5.55,2009
5750,CF,EST,1501,2109,2320,9,5.35,2009
5750,CF,EST,1501,2110,2321,9,6.8,2009
5750,CF,EST,1501,2111,2322,5.5,5.5,2009
5750,CF,EST,1501,2112,2323,4.7,8.8,2009
5750,CF,EST,1501,2113,2324,0.62,0.05,2009
5750,CF,EST,1501,2114,2325,7.6,6.8,2009
5750,CF,EST,1501,2115,2326,0.65,0.25,2009
5750,CF,EST,1501,2116,2327,6,4.8,2009
5750,CF,EST,1501,2117,2328,6.1,9.15,2009
5750,CF,EST,1501,2118,2329,3.95,4.22,2009
5750,CF,EST,1501,2119,2330,2.5,3.4,2009
2107,1-ha,DIM,2107,212,220,3.2,2.4,2009
5750,CF,EST,1501,2120,2331,2.51,3.95,2009
5750,CF,EST,1501,2121,2332,0.3,2.7,2009
5750,CF,EST,1501,2122,2333,0.65,2.75,2009
5750,CF,EST,1501,2123,2334,8.2,0.8,2009
5750,CF,EST,1501,2124,2335,5.6,7.15,2009
5750,CF,EST,1501,2125,2336,5.85,9.25,2009
5750,CF,EST,1501,2126,2337,4.8,9.5,2009
5750,CF,EST,1501,2127,2338,5.9,7.9,2009
5750,CF,EST,1501,2128,2339,2.25,2.75,2009
5750,CF,EST,1501,2129,2340,0.25,1.8,2009
5750,CF,EST,1501,2130,2341,6,8.2,2009
5750,CF,EST,1501,2131,2342,0.05,9.5,2009
5750,CF,EST,1501,2132,2343,1.9,0.8,2009
5750,CF,EST,1501,2133,2344,6.55,9.6,2009
5750,CF,EST,1501,2134,2345,5.25,0.9,2009
5750,CF,EST,1501,2135,2346,4.8,1.2,2009
5750,CF,EST,1501,2136,2347,3.05,9.55,2009
5750,CF,EST,1501,2137,2348,3.55,3.5,2009
5750,CF,EST,1501,2138,2349,4.85,6.3,2009
5750,CF,EST,1501,2139,2350,3.4,9.58,2009
5750,CF,EST,1501,2140,2351,1.1,5.5,2009
5750,CF,EST,1501,2141,2352,1.17,4.5,2009
5750,CF,EST,1501,2142,2353,5.5,8.2,2009
5750,CF,EST,1501,2143,2354,0.5,9.1,2009
5750,CF,EST,1501,2144,2355,2.65,9.4,2009
5750,CF,EST,1501,2145,2356,4.5,5.4,2009
5750,CF,EST,1501,2146,2357,8.6,8.35,2009
5750,CF,EST,1501,2147,2358,8.5,4.1,2009
5750,CF,EST,1501,2148,2359,0.8,5.3,2009
5750,CF,EST,1501,2149,2360,8.3,2.2,2009
5750,CF,EST,1501,2150,2361,8.2,2.2,2009
5750,CF,EST,1501,2151,2363,6.9,3,2009
5750,CF,EST,1501,2152,2364,3.1,9.5,2009
5750,CF,EST,1501,2153,2365,3.26,9.65,2009
5750,CF,EST,1501,2154,2366,0.3,2.9,2009
5750,CF,EST,1501,2155,2368,0.6,5.7,2009
5750,CF,EST,1501,2156,2380,1.4,3.1,2009
5750,CF,EST,1501,2157,2382,5.5,0.05,2009
5750,CF,EST,1501,2158,2385,6.45,6.9,2009
5750,CF,EST,1501,2159,2386,0.2,5.15,2009
5750,CF,EST,1501,2160,2388,7.5,4.8,2009
5750,CF,EST,1501,2161,2389,9.65,5.7,2009
5750,CF,EST,1501,2162,2390,9.5,5.9,2009
5750,CF,EST,1501,2163,2391,3.6,9,2009
5750,CF,EST,1501,2164,2392,8,8.3,2009
5750,CF,EST,1501,2165,2394,7.8,7.8,2009
5750,CF,EST,1501,2166,2395,7.9,9.1,2009
5750,CF,EST,1501,2167,2396,5.6,2.75,2009
5750,CF,EST,1501,2168,2397,4,2,2009
5750,CF,EST,1501,2169,2398,1.2,3.55,2009
5750,CF,EST,1501,2170,2399,7.05,1.6,2009
5750,CF,EST,1501,2171,2400,8.2,3.85,2009
5751,1-ha,EST,1104,2174,5,5,9.7,2009
5751,1-ha,EST,1104,2175,6,4.3,5.7,2009
5751,1-ha,EST,1104,2176,7,8.6,8.3,2009
5751,1-ha,EST,1104,2177,8,3.4,1.4,2009
5751,1-ha,EST,1104,2178,9,8.8,7.6,2009
5751,1-ha,EST,1104,2179,10,8.6,2.1,2009
2107,1-ha,DIM,2107,218,226,6.9,1.7,2009
5751,1-ha,EST,1104,2180,11,5.8,8.5,2009
5751,1-ha,EST,1104,2181,12,8,8.7,2009
5751,1-ha,EST,1104,2182,13,4.1,7.6,2009
5751,1-ha,EST,1104,2183,14,1.2,1.1,2009
5751,1-ha,EST,1104,2184,15,7.7,5.2,2009
5751,1-ha,EST,1104,2185,16,9.1,5,2009
5751,1-ha,EST,1104,2186,17,3.7,1.1,2009
5751,1-ha,EST,1104,2187,18,7,3.1,2009
5751,1-ha,EST,1104,2188,19,9.1,5.7,2009
5751,1-ha,EST,1104,2189,20,2.8,1.9,2009
5751,1-ha,EST,1104,2191,22,7.4,5.7,2009
5751,1-ha,EST,1104,2194,26,6.4,9.6,2009
5751,1-ha,EST,1104,2195,27,9.3,4.9,2009
5751,1-ha,EST,1104,2196,28,1.9,7.4,2009
5751,1-ha,EST,1104,2197,29,4.3,1.95,2009
5751,1-ha,EST,1104,2198,30,6.8,2.3,2009
2107,1-ha,DIM,2107,22,22,1.1,4.5,2009
5751,1-ha,EST,1104,2200,32,9,9.65,2009
5751,1-ha,EST,1104,2201,33,6.2,9.4,2009
5751,1-ha,EST,1104,2202,34,3.1,8.9,2009
5751,1-ha,EST,1104,2204,36,4,4.9,2009
5751,1-ha,EST,1104,2205,37,8,8.3,2009
5751,1-ha,EST,1104,2207,39,3.4,6.6,2009
5751,1-ha,EST,1104,2208,40,7.6,7.3,2009
5751,1-ha,EST,1104,2209,41,3.4,5.5,2009
2107,1-ha,DIM,2107,221,230,3.2,6.5,2009
5751,1-ha,EST,1104,2210,42,0.6,6.8,2009
5751,1-ha,EST,1104,2211,43,4.4,5.2,2009
5751,1-ha,EST,1104,2212,44,3.5,6.6,2009
5751,1-ha,EST,1104,2213,45,3.5,6.9,2009
5751,1-ha,EST,1104,2215,47,4.7,9.2,2009
5751,1-ha,EST,1104,2217,50,7.1,6.6,2009
5751,1-ha,EST,1104,2218,51,1.6,5.6,2009
5751,1-ha,EST,1104,2219,52,8.4,4.7,2009
5751,1-ha,EST,1104,2220,53,2.5,7.2,2009
5751,1-ha,EST,1104,2221,54,4.3,7.85,2009
5751,1-ha,EST,1104,2222,55,2.7,3.2,2009
5751,1-ha,EST,1104,2223,56,1.9,1.6,2009
5751,1-ha,EST,1104,2224,57,1.5,5,2009
5751,1-ha,EST,1104,2225,58,4.2,7.4,2009
5751,1-ha,EST,1104,2226,59,4.5,3.8,2009
5751,1-ha,EST,1104,2227,60,4.2,1,2009
5751,1-ha,EST,1104,2229,62,9.5,9.5,2009
5751,1-ha,EST,1104,2230,63,2.5,6.4,2009
5751,1-ha,EST,1104,2231,64,0.2,6,2009
5751,1-ha,EST,1104,2232,65,4,8.7,2009
5751,1-ha,EST,1104,2234,67,3.7,5.4,2009
5751,1-ha,EST,1104,2235,68,6.8,3.7,2009
5751,1-ha,EST,1104,2239,72,3.6,9.3,2009
2107,1-ha,DIM,2107,224,233,1.9,6.9,2009
5751,1-ha,EST,1104,2242,75,0.3,4.7,2009
5751,1-ha,EST,1104,2244,77,0.7,5,2009
5751,1-ha,EST,1104,2245,78,6,5.9,2009
5751,1-ha,EST,1104,2247,80,2,9,2009
5751,1-ha,EST,1104,2248,81,3.7,8.65,2009
5751,1-ha,EST,1104,2249,82,9.4,2.2,2009
2107,1-ha,DIM,2107,225,234,9.7,3.1,2009
5751,1-ha,EST,1104,2250,83,9.9,0.1,2009
5751,1-ha,EST,1104,2252,85,0.9,3.1,2009
5751,1-ha,EST,1104,2255,88,0.8,3.4,2009
5751,1-ha,EST,1104,2256,89,2.5,6.3,2009
5751,1-ha,EST,1104,2258,91,2.3,9,2009
5751,1-ha,EST,1104,2259,92,2.7,3.6,2009
5751,1-ha,EST,1104,2260,93,3.1,6.2,2009
5751,1-ha,EST,1104,2261,94,0.1,1.11,2009
5751,1-ha,EST,1104,2262,95,6,2.4,2009
5751,1-ha,EST,1104,2264,97,3.3,3,2009
5751,1-ha,EST,1104,2266,99,0.1,6.6,2009
5751,1-ha,EST,1104,2267,101,4.6,2.2,2009
5751,1-ha,EST,1104,2268,102,3.1,6.6,2009
5751,1-ha,EST,1104,2269,103,1.4,6.4,2009
5751,1-ha,EST,1104,2270,105,4.6,6.9,2009
5751,1-ha,EST,1104,2271,106,7.4,1.3,2009
5751,1-ha,EST,1104,2272,107,3.2,0.8,2009
5751,1-ha,EST,1104,2273,108,10,8.3,2009
5751,1-ha,EST,1104,2274,109,6.6,8.8,2009
5751,1-ha,EST,1104,2277,112,7.3,6,2009
5751,1-ha,EST,1104,2279,114,4.55,3.2,2009
5751,1-ha,EST,1104,2281,116,0.6,2.4,2009
5751,1-ha,EST,1104,2283,118,1.48,8.95,2009
5751,1-ha,EST,1104,2288,123,6.1,2.9,2009
2107,1-ha,DIM,2107,229,237,8.6,1.2,2009
2107,1-ha,DIM,2107,23,24,3.1,7,2009
2107,1-ha,DIM,2107,230,238,6.3,6.1,2009
5751,1-ha,EST,1104,2303,138,0.2,3.9,2009
5751,1-ha,EST,1104,2308,143,4.7,5.7,2009
2107,1-ha,DIM,2107,231,239,7.1,3.4,2009
5751,1-ha,EST,1104,2310,145,5.9,4.9,2009
5751,1-ha,EST,1104,2313,148,6.2,2.9,2009
5751,1-ha,EST,1104,2318,153,4.8,2.1,2009
5751,1-ha,EST,1104,2322,157,9.2,5.2,2009
5751,1-ha,EST,1104,2332,167,4,4.2,2009
5751,1-ha,EST,1104,2342,177,4.6,5.6,2009
5751,1-ha,EST,1104,2344,180,3,6.8,2009
5751,1-ha,EST,1104,2347,183,5.9,9,2009
5751,1-ha,EST,1104,2350,186,1.1,8.4,2009
5751,1-ha,EST,1104,2353,189,5.6,8.5,2009
5751,1-ha,EST,1104,2354,190,4.1,8.9,2009
5751,1-ha,EST,1104,2356,192,5.4,8.3,2009
5751,1-ha,EST,1104,2360,196,6.1,9.1,2009
5751,1-ha,EST,1104,2371,207,4.7,2.9,2009
5751,1-ha,EST,1104,2372,208,6.7,5.9,2009
5751,1-ha,EST,1104,2374,210,7.7,7.9,2009
5751,1-ha,EST,1104,2376,212,9.5,5.8,2009
5751,1-ha,EST,1104,2377,213,6.4,2.3,2009
5751,1-ha,EST,1104,2378,214,9.3,7.1,2009
5751,1-ha,EST,1104,2383,219,6.7,4.1,2009
5751,1-ha,EST,1104,2387,223,2.2,4.4,2009
5751,1-ha,EST,1104,2388,224,8.7,0.3,2009
5751,1-ha,EST,1104,2389,225,6.5,2.8,2009
5751,1-ha,EST,1104,2390,226,5.2,2.5,2009
5751,1-ha,EST,1104,2392,228,0.7,5.6,2009
5751,1-ha,EST,1104,2394,230,3.7,9.3,2009
5751,1-ha,EST,1104,2397,233,9.3,7.4,2009
5751,1-ha,EST,1104,2399,235,0.4,6.4,2009
5751,1-ha,EST,1104,2400,236,3.8,1.6,2009
5751,1-ha,EST,1104,2404,240,9.5,9.1,2009
5751,1-ha,EST,1104,2408,244,7.2,2.2,2009
5751,1-ha,EST,1104,2409,245,3.3,8.2,2009
5751,1-ha,EST,1104,2413,249,8.3,2,2009
5751,1-ha,EST,1104,2414,250,1.3,4.3,2009
5751,1-ha,EST,1104,2415,251,1,2.2,2009
5751,1-ha,EST,1104,2416,252,1.9,5.5,2009
2107,1-ha,DIM,2107,242,250,8,1,2009
5751,1-ha,EST,1104,2423,260,4.8,7.1,2009
5751,1-ha,EST,1104,2433,270,2.4,0.7,2009
5751,1-ha,EST,1104,2436,273,9.7,8.5,2009
5751,1-ha,EST,1104,2438,275,4.8,5.5,2009
5751,1-ha,EST,1104,2439,276,8.1,3.95,2009
2107,1-ha,DIM,2107,244,252,4.1,9.5,2009
5751,1-ha,EST,1104,2444,281,8.7,0.7,2009
5751,1-ha,EST,1104,2447,284,6.2,9.6,2009
5751,1-ha,EST,1104,2448,285,3.6,7.7,2009
2107,1-ha,DIM,2107,245,253,6.7,9.5,2009
5751,1-ha,EST,1104,2451,288,5.2,7.8,2009
5751,1-ha,EST,1104,2455,292,1.2,8.7,2009
5751,1-ha,EST,1104,2456,293,2.9,4.9,2009
5751,1-ha,EST,1104,2459,296,5,6.4,2009
2107,1-ha,DIM,2107,246,254,0.7,3.9,2009
5751,1-ha,EST,1104,2460,297,3.22,7.9,2009
5751,1-ha,EST,1104,2461,298,2.3,6.9,2009
5751,1-ha,EST,1104,2469,307,6.7,3.4,2009
5751,1-ha,EST,1104,2470,308,4.8,4.3,2009
5751,1-ha,EST,1104,2471,309,3.7,7,2009
5751,1-ha,EST,1104,2473,311,0.2,7.1,2009
5751,1-ha,EST,1104,2475,313,8,2.2,2009
5751,1-ha,EST,1104,2477,315,7.6,4.2,2009
5751,1-ha,EST,1104,2479,317,8.5,7.4,2009
5751,1-ha,EST,1104,2480,318,9.95,6.42,2009
5751,1-ha,EST,1104,2482,320,2,4.9,2009
5751,1-ha,EST,1104,2483,321,3.2,8.9,2009
5751,1-ha,EST,1104,2485,323,3.2,8.5,2009
5751,1-ha,EST,1104,2486,324,5,4,2009
5751,1-ha,EST,1104,2487,325,4.4,2.1,2009
5751,1-ha,EST,1104,2488,326,9.8,9.7,2009
5751,1-ha,EST,1104,2491,329,4.2,3.1,2009
5751,1-ha,EST,1104,2492,330,5.7,7.5,2009
5751,1-ha,EST,1104,2494,332,2.4,8.5,2009
5751,1-ha,EST,1104,2498,336,8.3,2,2009
2107,1-ha,DIM,2107,25,26,3.4,9.8,2009
2107,1-ha,DIM,2107,250,258,4.7,6.8,2009
5751,1-ha,EST,1104,2502,340,7.2,3.6,2009
5751,1-ha,EST,1104,2503,341,4.9,9.1,2009
5751,1-ha,EST,1104,2505,344,4,3.7,2009
5751,1-ha,EST,1104,2506,345,3.8,3.4,2009
5751,1-ha,EST,1104,2508,349,9.3,6.7,2009
5751,1-ha,EST,1104,2509,350,0.3,6.21,2009
5751,1-ha,EST,1104,2512,353,6.2,5.3,2009
5751,1-ha,EST,1104,2514,355,1.8,1.1,2009
5751,1-ha,EST,1104,2517,358,2.55,9.65,2009
2107,1-ha,DIM,2107,252,260,9.1,8.4,2009
5751,1-ha,EST,1104,2520,360,9.3,6.7,2009
5751,1-ha,EST,1104,2521,362,0.74,1.35,2009
5751,1-ha,EST,1104,2522,363,9.64,1.75,2009
5751,1-ha,EST,1104,2523,364,9.55,1.6,2009
5751,1-ha,EST,1104,2526,366,0.91,4,2009
5751,1-ha,EST,1104,2527,367,0.4,0.5,2009
5751,1-ha,EST,1104,2528,368,8.1,4.9,2009
5751,1-ha,EST,1104,2529,369,3.3,8.6,2009
5751,1-ha,EST,1104,2530,372,8.6,0.43,2009
5751,1-ha,EST,1104,2532,374,6.3,9.9,2009
5751,1-ha,EST,1104,2534,379,1.75,1.76,2009
5751,1-ha,EST,1104,2535,380,5.6,3,2009
5751,1-ha,EST,1104,2537,383,6.8,2.28,2009
5751,1-ha,EST,1104,2540,388,0.35,1.7,2009
5751,1-ha,EST,1104,2542,391,0,10,2009
5751,1-ha,EST,1104,2544,393,0.9,1.3,2009
5751,1-ha,EST,1104,2548,397,9.4,7.5,2009
2107,1-ha,DIM,2107,255,263,0.1,7.9,2009
5751,1-ha,EST,1104,2551,400,5.2,2.4,2009
5751,1-ha,EST,1104,2552,401,6.9,8.6,2009
5751,1-ha,EST,1104,2554,402,2.2,1.4,2009
5751,1-ha,EST,1104,2555,403,0.45,2.35,2009
5751,1-ha,EST,1104,2557,405,6.4,9.7,2009
5751,1-ha,EST,1104,2558,406,2.6,6.2,2009
5751,1-ha,EST,1104,2560,415,9.57,2.15,2009
5751,1-ha,EST,1104,2563,420,1.35,3.5,2009
5751,1-ha,EST,1104,2565,426,2.6,5.9,2009
5751,1-ha,EST,1104,2566,427,2.7,0.8,2009
5751,1-ha,EST,1104,2569,432,0.7,2,2009
2107,1-ha,DIM,2107,257,265,2.4,0.9,2009
5751,1-ha,EST,1104,2572,493,8.7,7.9,2009
5751,1-ha,EST,1104,2573,494,8,2.3,2009
5751,1-ha,EST,1104,2574,495,9,2.85,2009
5751,1-ha,EST,1104,2575,496,6.4,1.45,2009
2107,1-ha,DIM,2107,258,266,9.4,8.1,2009
2107,1-ha,DIM,2107,26,27,9.7,2.5,2009
2107,1-ha,DIM,2107,264,272,7.3,1.7,2009
2107,1-ha,DIM,2107,265,273,3.7,4.1,2009
2107,1-ha,DIM,2107,266,274,6.1,5.7,2009
2107,1-ha,DIM,2107,272,280,2.2,2,2009
2107,1-ha,DIM,2107,274,282,4.4,1.8,2009
